Translation Key,Translated Value,Category
st_wpn_saiga12s_isg,Kalashnikov США Сайга-12 ISG,weapon_drops
st_wpn_sig220_n_upg220,Sig Sauer P220 Модернизированный,weapon_drops
st_wpn_aug_a3_bas,Steyr AUG A3,weapons
l01_escape,Кордон,item_drop_locations
st_wpn_fal_aus,DS Arms SA-58 AUS "Австрийский стиль",weapon_drops
ammo-og-7b,Выстрел ОГ-7В,ammo
st_helm_exo_name,Экзошлем,outfits
st_wpn_g3sg1,G3 SG1,weapons
helm_ach7ex,Шлем ACH-7EX,outfits
st_bolt_16,Ударник с боевой пружиной [ПП][НАТО](Затвор),item_drop_locations
st_wpn_m4_tac,M4 Tactical,weapon_drops
nbc_freedom_outfit_name,Комбинезон «Хранитель свободы»,outfit_exchange
st_wpn_rpg7,РПГ-7,weapon_drops
st_prt_o_retardant_16,Нетканые материалы с обработкой активированным углём,item_drop_locations
st_wpn_sks_tac,СКС Тактический,weapons
st_wpn_car15_bd,CAR-15 "Blood Diamond",weapons
st_prt_o_fabrics_4,Военный текстиль,disassemble
ecolog_exo_outfit_name,Научный экзоскелет,outfit_exchange
st_af_vaselisk_descr,Один из немногих артефактов в Зоне, который хорошо справляется со всеми видами физического воздействия на своего владельца.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_cooking,Комплект приготовления еды,disassemble
st_memoirs_2_of_2_name,Дневник сталкера (часть 2 из 2),disassemble
ammo-5.45x39-fmj,Патроны 5,45x39 мм ПС,item_drop_locations
st_data_export_ammo_box_size,В пачке,ammo
st_wpn_ak105_shakal,AK-105 "Шакал",weapons
st_af_fireball_descr,Сферический артефакт, образованный в термических аномалиях из красноватых кристаллов. Имеет постоянную температуру 24 градуса по Цельсию, независимо от окружающих условий, что позволяет ему поглощать тепло в непосредственной близости от себя и создавать как бы небольшой тепловой барьер вокруг обладателя, защищающий его от контакта с пламенем и воздействия высоких температур. Также даёт небольшую защиту от порезов и разрывов, что, возможно, также является эффектом теплового барьера.\nАртефакт, тем не менее, не без недостатков: его использование делает обладателя чрезвычайно уязвимым к угрозам электрической природы и внезапным ударам, а высокая плотность кристаллической структуры является причиной его высокого веса, порой достигающего 4 кг и более. \n,artefacts
st_wpn_aps_bas_apsabigo,Улучшенный АПС,weapons
st_itm_artefact_container_name,Контейнер для артефактов,belt_attachments
st_cigar2,Советские сигареты,eatable
st_recipe_drug_2,Рецепты лекарства #2,disassemble
st_af_ball_descr,Несмотря на то, что этот артефакт выглядит как пестрый шар из грязи и камней, он необычайно легкий и пружинистый, отсюда и его название. Считается, что он является результатом электрических аномалий. При ношении на поясе артефакт генерирует силу, которую можно активировать для отпугивания живых существ, по какой-то причине исключая людей. Для высвобождения этой силы необходимо быстрое и сильное движение между пользователем и целью, поэтому большинство преследователей, использующих этот артефакт, прибегают к простому пинанию различных мутантов. Очевидно, что подходить так близко к обитателю Зоны не рекомендуется. Но разве это вас остановит? \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_chocolate_p,Шоколад «Российский» (половинка),item_drop_locations
st_prt_o_ballistic_11,Пластины из кевлара «К119»,item_drop_locations
st_prt_o_retardant_18,Изоляционные вставки из константана с покрытием из стекловолокна,item_drop_locations
st_helm_protective,Шлем ССП-99 «Заслон»,outfits
st_wpn_mp9,Brugger & Thomet MP9,weapon_drops
mutant_chimera_cogot,Рог химеры,mutant_parts
st_bolt_6,Поворотная личинка [2 упора][А](Затвор),item_drop_locations
st_kit_hunt,Охотничий рюкзак,disassemble
ui_inv_outfit_shock_protection,Электрозащита,belt_attachments
st_wpn_ak74u_m1_isg,Rifle Dynamics RD-74U ISG Tactical,weapon_drops
st_wpn_mp155,Байкал МП-155,weapon_drops
st_wpn_m249,M249 SAW,weapon_drops
st_wpn_ithacam37_stakeout,Ithaca M37 «Stakeout»,weapon_drops
st_cocaine,Кокаин,item_drop_locations
st_prt_o_ballistic_19,Слои из углеродного волокна,item_drop_locations
mutant_snork_leg,Нога снорка,mutant_parts
light_loner_outfit_name,Бронежилет «Перехватчик»,item_drop_locations
st_balon_gas,Баллон с газом,disassemble
st_wpn_akm_bas,АКМ,weapons
ammo-9x19-fmj,Патроны 9x19 мм FMJ,item_drop_locations
isg_outfit_name,Тактический бронежилет ИИГ Mk.1,outfit_exchange
st_af_monolith_name,«Волат-изумруд»,artefact_recipes
st_af_kevlar_up_name,Улучшенные кевларовые бронепластины и крепления,disassemble
st_af_generator_descr,Этот аномальный диск не радиоактивен, но генерирует сильное, небольшое электромагнитное поле. Его можно легко заставить вечно вращаться вокруг своей оси, особенно если пользователь движется быстро. Когда это происходит, энергия артефакта соединяется с близлежащими разряженными батареями и устройствами и, если в них еще остался электрический заряд, медленно восстанавливает их питание. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_drug_psy_blockade,Пси-блокада,item_drop_locations
st_meat_boar,Стейк из кабана,eatable
st_af_tlf_prometheus,Прометей,artefacts
st_powder_poltergeist,«Алмазный порошок»,belt_attachments
ammo-5.56x45-ss190,Патроны 5,56x45 мм HP,item_drop_locations
renegade_scientific_outfit_name,«СЕВА» ренегатов,outfit_exchange
st_binocular_name,Военный бинокль,disassemble
st_wpn_scar_siber_m1_black,FN SCAR-H Тактический чёрный,weapons
st_hide_flesh_name,Шкура плоти,mutant_parts
ammo-12x70-buck_self,Самодельная 12x70 мм Дробь,ammo
l03u_agr_underground,Подземелья «Агропрома»,item_drop_locations
st_barrel_9,Ствол [А] 5.56мм,item_drop_locations
monolith_nbc_outfit_name,Комбинезон РХБЗ «Чернобыль»,outfit_exchange
st_af_gold_fish_name,«Золотая рыбка»,artefact_recipes
MDR_black,Desert Tech MDR 7.62x51,weapon_drops
mutant_dog_liver,Печень слепого пса,mutant_parts
st_detector1,Детектор «Отклик» (Уровень 1),disassemble
ammo-50-bmg,Патроны .50 BMG,ammo
st_prt_o_retardant_4,Обработанные нПВХ виниловые ткани «Класса А»,item_drop_locations
st_data_export_cuts_thick_skin,Режет толстую кожу,melee
dolg_scout_outfit_name,ПС5-Р «Разведчик»,outfit_exchange
st_water_drink,Газированная вода,eatable
freedom,«Свобода»,weapon_drops
csky_heavy_outfit_name,Бронежилет ЧН-3б,item_drop_locations
st_wpn_pl15_new,Lebedev PL-15 9x19 pistol,weapon_drops
st_data_export_single_handed,В одной руке,weapons
st_wpn_m16a2,M16A2,weapons
st_wpn_g43,Karabiner 43,weapons
st_af_plates_name,Стальные пластины,disassemble
st_wpn_akms_alt,АКМС (Альтернативный),weapon_drops
st_barrel_6,Ствол-глушитель [АС | ПП] 9мм,item_drop_locations
ui_inv_radiation,Радиация,eatable
mutant_snork_mask,Маска снорка,mutant_parts
st_gas_tube_8,Отсечка-отражатель [В] (Газовая трубка),item_drop_locations
st_prt_w_p_barrel_1,Ствол 9x18 мм (Ствол),item_drop_locations
l08_yantar,Янтарь,item_drop_locations
st_wpn_g36new_k,G36K,weapon_drops
st_helm_bandana,Бандана,outfits
ui_inv_effect_time,Время действия,medicine
ammo-9x19-pbp,Патроны 9x19 мм Дум-дум,item_drop_locations
st_af_gravi_descr,Артефакт образуется в результате длительного гравитационного воздействия на металлсодержащие вещества. Способен поддерживать небольшое гравитационное поле вокруг себя, обеспечивая тем самым повышенную грузоподъёмность своего обладателя. В течение долгого времени природа артефакта была непонятной, пока профессор Сахаров не обнаружил, что «Грави» издаёт поля гравитационной составляющей с интервалом в 30 минут.\nСамое опасное свойство артефакта заключается в чрезвычайно высокой электропроводности, поэтому категорически не рекомендуется использовать его на поясе в дождливую погоду и вблизи электрических аномалий.\nДругим же недостатком является усиление негативного воздействия пси-волн. А при длительном использовании артефакта возможны повышенная тревожность и панические атаки. \n,artefacts
st_wpn_desert_eagle,Desert Eagle,weapon_drops
st_underwear,Нижнее бельё,disassemble
st_wpn_ks23_kaban_kab_up,КС-23 Кабан,weapons
st_wpn_ash12,АШ-12,weapon_drops
st_bolt_carrier_8,Колодка от бокфлинта [Р] (Продольно-скользящий затвор),item_drop_locations
ammo_9x21_sp10,Патроны 9x21 СП-10,item_drop_locations
st_wpn_svu_nimble,ОЦ-03 СВУ-A,weapons
st_af_cocoon_descr,Небольшой артефакт неправильной формы, образующийся в гравитационных аномалиях. Своим названием он обязан двум различным факторам. Во-первых, внешняя структура артефакта напоминает шелк гусеницы. Но более интересная часть заключается в его полезности. Находясь рядом с телом, артефакт реагирует на тупые или режущие травмы, нанося владельцу коконоподобную субстанцию, которая защищает его от дальнейших повреждений. Однако за защиту приходится платить, ограничивая движения владельца каждый раз, когда кокон активируется и защитный слой утолщается.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_helm_tactic,Шлем «Сфера 08»,outfits
st_wpn_usp_tac,HK USP Match Tactical,weapons
st_wpn_remington700,Remington Model 700,weapon_drops
ui_inv_ap_res,BR разряд,outfits
merc_scout_outfit_name,Лёгкий комбинезон «Скаут»,outfit_exchange
st_af_compass_descr,Крайне редкий артефакт, последний раз который находили несколько лет назад. Обладает способностью показывать разрывы в аномальных полях. Говорят даже, что с его помощью можно без малейшего риска пройти мимо самых сложных аномалий, однако очень мало кто знает, как с ним обращаться.\nПоследние лабораторные эксперименты выявили ещё одно свойство - это взаимодействие с объектами в движении, которое приводит к их исчезновению... или же телепортации?\nНегативно влияет на выносливость, а также усиливает кровотечение. \n,artefacts
st_prt_o_retardant_19,Полиэстер-ткани с изоляцией из стекловолокна,item_drop_locations
monolith_scientific_light_outfit_name,Кустарный комбинезон «Монолита»,outfit_exchange
st_breadold,Старый хлеб,eatable
st_wpn_aps,АПС,weapon_drops
st_data_export_weapon_kind_rifle,Винтовка,weapon_drops
labx8,Лаборатория X-8 (Окраины Припяти),item_drop_locations
st_itm_ammokit,Оружейные инструменты,item_drop_locations
st_af_gold_fish_descr,Все свойства «Золотой рыбки» были выявлены профессором Сахаровым после одного из больших выбросов. После тщательных исследований было установлено, что этот артефакт образуется после слияния трёх «Грави» на уровне взаимодействия сингулярных полей.\nВ украинских кругах спецназа ходят слухи, что в Зоне есть агенты Министерства обороны РФ, единственной задачей которых является поиск и транспортировка «Золотых рыбок» в специализированные лаборатории, расположенных за пределами ЧЗО.\n \nАртефакт создаёт постоянное гравитационное поле сингулярности, которое воздействует на объекты близ него. Задокументировано несколько случаев исчезновения сталкеров при его использовании - артефакт при этом оставался лежать на месте происшествия.\nИмеет, к сожалению, лишь одно полезное свойство - это повышение переносимого веса. Но хотя бы тут ему нет равных.\nНедостаток же артефакта заключён в его же собственном анти-гравитационном поле: так как оно резко увеличивает скорость всех объектов в пределах его радиуса, то носитель становится крайне уязвим к физическому воздействию. \n,artefacts
st_bolt_17,Ударник с боевой пружиной [ПП][ППШ](Затвор),item_drop_locations
st_data_export_first_aid_head,Временно голову,medicine
army,Военные,weapon_drops
mutant_chimera_meat,Кусок мяса химеры,mutant_parts
st_wpn_1911_nsc,Colt 1911 Nightsword Custom (NSC),weapon_drops
st_wpn_ak74u,АКС-74У,weapon_drops
st_prt_o_retardant_17,Изоляционные вставки из константана,disassemble
st_rank_master,мастер,weapon_drops
st_wpn_pkp_siber,ПКП «Печенег»,weapon_drops
st_data_export_thirst,Жажда,medicine
st_prt_i_transistors,Коробка транзисторов,disassemble
st_antibio_sulfad,Сульфадиметоксин,item_drop_locations
st_wpn_ak12_custom,AK-12 "Монолит" 1.0,weapons
st_cigarettes_lucky,Сигареты «Lucky Strike»,eatable
redline_novice_outfit_name,Красная кожаная куртка,item_drop_locations
st_af_lobster_eyes_name,«Рачьи глаза»,artefact_recipes
st_antibio_chlor,Хлортетрациклин,item_drop_locations
st_af_sandstone_descr,Артефакт, иногда образующийся в экстремальных температурных аномалиях. До сих пор никто не знает, как это возможно, но Песчаник, похоже, обладает неким интеллектом, который позволяет ему идентифицировать оружие пользователя. Связавшись с ним, артефакт будет искать аномалию для взаимодействия с ней, наделяя самые смертоносные элементы соответствующими аномальными свойствами, делая их гораздо более разрушительными.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_vintorez_n1,ВСС «Винторез»,weapon_drops
st_prt_o_ballistic_8,Пластины из кевлара «К119» с вставками из углеродного волокна,item_drop_locations
st_wpn_akm_alfa,CAA АК-Альфа,weapon_drops
st_wpn_streetsweeper,Armsel Protecta,weapon_drops
st_data_export_pelts_quality_min,Минимальное качество шкуры,melee
light_voen_outfit_name,Армейский бронежилет IBA-З,item_drop_locations
dolg_outfit_name,ПС5-М «Универсальная защита»,outfit_exchange
stalker_graphite_outfit_name,Комбинезон «Графит»,outfit_exchange
st_prt_w_p_spring_5,Возвратная пружина 7.62мм (Пружина),item_drop_locations
st_af_glass_name,«Светляк»,artefact_recipes
st_wpn_ak74m,АК-74М,weapon_drops
st_data_export_exchange_reward,Что вы получите в обмен >,outfit_exchange
st_wpn_ak103_camo,Камуфлированный АК-103,weapons
st_itm_drugkit,Набор для создания медикаментов,item_drop_locations
st_wpn_fn2000,FN F2000,weapons
stalker,Одиночки,weapon_drops
st_rank_experienced,опытный,weapon_drops
st_coffee_drink,Кофе UCC колд брю "Арабика и Робуста с молоком",eatable
st_equ_smilpack_name,Большой походный рюкзак,disassemble
st_flashlight_broken,Разбитый фонарь,disassemble
isg_scientific_outfit_name,Научный комбинезон ИИГ,outfit_exchange
st_wpn_hs2000,Glock 19 (Альтернативный),weapons
light_dolg_outfit_name,Бронежилет IBA-З «Долга»,item_drop_locations
bandit_scientific_dark_outfit_name,Кустарный комбинезон с ЗСД,outfit_exchange
st_data_export_has_perk,Имеет перк,artefacts
st_wpn_sig220_n,Sig Sauer P220,weapon_drops
ui_inv_outfit_telepatic_protection,Пси-защита,belt_attachments
st_wpn_korth,Korth 4",weapons
st_data_export_weapon_degradation,Износ оружия,ammo
st_data_fragment_damage,Осколочный урон,explosives
st_wpn_sr2_veresk_sr2_upkit,СР-2M "Вереск" (Улучшенный),weapons
dolg_heavy_proto_exo_outfit_name,ПСЗ-9д «Броня "Долга"» с протоэкзоскелетом,item_drop_locations
st_akvatab,Ибупрофен,medicine
st_morphine,Ампула морфина,disassemble
st_af_surge_name,Токоограничитель,disassemble
st_letter_military_stalker_name,Записка военного сталкера,disassemble
k00_marsh,Болота,item_drop_locations
stalker_outfit_name,Комбинезон «Заря»,outfit_exchange
monolith_exo_outfit_name,Экзоскелет «Монолита»,outfit_exchange
ammo_23_eco,Патрон Эколог-23,ammo
monolith_trenchcoat_outfit_name,Плащ «Монолита»,outfit_exchange
st_wpn_streetsweeper_aim,Armsel Protecta,weapons
st_antiemetic,Этаперазин,item_drop_locations
st_af_elektron_descr,Этот артефакт является продуктом электрических аномалий. Он очень тяжелый, несмотря на свой маленький размер. У него есть одно интересное свойство. Он способен объединять обычные электроаномалии с другими электрическими зарядами, которые он находит поблизости, используя аномалию как источник энергии. Самое интересное, что артефакт рассматривает человеческое тело как батарею, преобразуя энергию в ту, которая может быть использована клетками человека во время физической активности. Таким образом, несмотря на болезненный опыт, человек может наслаждаться неутомимостью в течение короткого периода времени. Побочные эффекты? Ну, кто-то еще не сообщил о них...\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_glock_modern,Glock 19 (Альтернативный),weapon_drops
st_porn,Журнал Terroraiser, #75 2018,disassemble
ui_st_community,Группа,outfits
st_wpn_val_tac,Модернизированный АС «Вал»,weapons
gamma_shock_cap,Электрический Предел,artefacts
ammo-12.7x55-fmj,Патроны 12,7x55 мм СЦ-130,item_drop_locations
st_bolt_3,Поворотная личинка [2 упора][К](Затвор),item_drop_locations
st_glue_e,Тюбик клея «М17»,disassemble
st_hide_boar_name,Шкура кабана,mutant_parts
st_data_export_restore_radiation,Восстановление от радиации,belt_attachments
specops_bandit_outfit_name,«Берилл-5М» дезертира,outfit_exchange
mutant_dog_meat,Мясо слепого пса,mutant_parts
cs_scientific_outfit_name,Научный комбинезон ЧН-4а,outfit_exchange
st_ration_ukr,Украинский рацион питания,eatable
st_bolty,Болт,weapon_drops
st_af_atom_descr,Редкий и необычный артефакт, напоминающий старую модель атома Бора. Не радиоактивен, но выделяет небольшое количество тепла. Очень ценен для коллекционеров и ученых как из-за своей формы, так и из-за своих свойств. Сталкеры, получившие сильное облучение в результате неудачной вылазки, при использовании этого артефакта вдруг как будто вновь обретают молодость и жизненную силу. Со временем эффект ослабевает, но и радиация в их телах тоже.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
ammo-11.43x23-fmj,Патроны .45 ACP,item_drop_locations
mutant_zombi_hand,Рука зомби,mutant_parts
st_wpn_fort500,Форт-500,weapons
exo_merc_wood_outfit_name,ТБ-1 наёмников «Лес»,outfit_exchange
st_beer,Украинское пиво (500 мл.),item_drop_locations
l07_military,Армейские склады,item_drop_locations
st_ecologist_outfit_white_name,ССП-99 «Алмаз»,item_drop_locations
l08u_brainlab,Лаборатория X-16 (Янтарь),item_drop_locations
st_wpn_m60,M60,weapons
st_wpn_fnp45,FNP-45,weapon_drops
st_af_kogot_descr,Красивый артефакт, похожий на стекло, иногда извлекаемый из электростатических аномалий. При использовании он наполняет своего пользователя странным сочетанием ярости и желания атаковать врагов напрямую, придавая им силы. С этим артефактом связана довольно распространенная история о новичке, который нашел Коготь вместе со своим другом, но через несколько минут за ними погналась стая голодных собак. "Друг" застрелил новичка и убежал, оставив его на верную смерть. К всеобщему удивлению, обманутый сталкер вернулся в свой лагерь, совершенно здоровый, несмотря на то, что его одежда была полностью изорвана от укусов собак, с одним лишь ножом на боку и артефактом, висящим на поясе. О том, что случилось с предателем, лучше не упоминать.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_ak5c_bas_5c_tik,AK 5C ISG Special,weapons
st_af_ear_name,"Сердце",artefact_recipes
stalker_predator_outfit_name,Комбинезон «Охотник»,item_drop_locations
st_barrel_3,Ствол [К] 18.5мм,item_drop_locations
st_gamma_recipe_expert_4,Искусство слияния артефактов Том 3,disassemble
st_gas_tube_7,Газовая трубка [П] (Газовая трубка),item_drop_locations
ui_inv_outfit_radiation_protection,Радиозащита,belt_attachments
st_wpn_dvl10_m1,ДВЛ-10 "Диверсант",weapon_drops
st_af_fire_descr,Артефакт образуется в зонах повышенной аномальной термической активности. Характерен интенсивным инфракрасным излучением, под воздействием которого ускоряется процесс сворачивания крови в открытых ранах, но при этом наблюдаются сильная усталость и ослабление организма. Тем не менее, эффект заживления ран всё же настолько силён, что некоторые сталкеры рассказывали о том, как им удавалось выжить даже после атак химеры. Так что «Пламя», пожалуй, может быть неплохой заменой бинтам.\n \nНо, к сожалению, цена таким свойствам крайне высока: несмотря на поглощение доли пси-волн, артефакт в то же время их усиливает на выходе, поэтому посещение пси-аномалий и охота на пси-мутантов крайне нежелательны.\nТакже следует обратить внимание на то, что «Пламя» склонно к чрезмерному накоплению в себе радиации. \n,artefacts
st_wpn_toz34_obrez,Обрез ТОЗ-34,weapon_drops
trenchcoat_freedom_brown_outfit_name,Плотный плащ «Свободы»,outfit_exchange
st_rank_expert,эксперт,weapon_drops
st_rank_rg6,отряд RG6,weapon_drops
st_cutlery,Полевые столовые приборы,disassemble
st_sewing_kit_h,Продвинутый швейный набор,item_drop_locations
st_data_export_restore_health_max,Полное восстановление здоровья,medicine
nbc_merc_outfit_name,Комбинезон РХБЗ Наёмников,outfit_exchange
st_wpn_scar_siber_m2_custom,FN SCAR-H "Специалист",weapons
ammo-m209,Граната М209,ammo
monolith,«Монолит»,weapon_drops
st_equ_smallpack_name,Походный рюкзак,disassemble
st_wpn_ithacam37_extmag,Ithaca M37 «Defense»,weapon_drops
st_wpn_fn2000_custom,Модифицированный FN F2000,weapons
pripyat,Окраины Припяти,item_drop_locations
st_prt_o_retardant_10,Полимерные листы (покрытие из сульфата бария),item_drop_locations
st_mre,Сухой паёк,eatable
st_af_ah_r3,Аномальный образец "Грибница",artefacts
st_af_oasis_heart_descr,Артефакт из центра легендарного «Оазиса». Судя по всему, представляет собой кристаллизовавшееся растение, которое переняло присущее Оазису свойство благотворно влиять на организм в целом.\n«Сердце Оазиса» не только способствует скорейшему заживлению ран и улучшению самочувствия, но также придаёт носителю сильную выносливость.\nТак как сам «Оазис» чрезвычайно чувствителен к внешним источникам различной энергии и окружения в целом, ношение артефакта в условиях высокой аномальной активности может привести к скоропостижной смерти его обладателя. \n,artefacts
ammo-12x76-zhekan,Патроны 12x76 мм Жекан,item_drop_locations
st_wpn_remington700_archangel,Remington 700 "Архангел",weapons
st_hide_lurker_name,Шкура кикиморы,mutant_parts
st_prt_w_p_barrel_2,Ствол 9x19 мм (Ствол),item_drop_locations
st_wpn_ak74_pmc,AK-74 "Синдикат",weapon_drops
ecolog_proto_exo_outfit_name,Комбинезон научной охраны с протоэкзоскелетом,item_drop_locations
army_outfit_name,Армейский бронежилет,item_drop_locations
st_af_bracelet_descr,Артефакт образуется из распространённых видов растений бриофитов под сильным воздействием радиации и химических аномалий, что, в принципе, и объясняет его органическую природу. При использовании обеспечивает существенную внешнюю защиту от всех видов кислот, постепенно увеличивая их pH до уровня воды (pH 7). Кроме того, «Браслет» слегка противодействует пагубному воздействию пси-волн как аномалий, так и некоторых мутантов. Кроме того, артефакт является достаточно лёгким.\nОсновным же его недостатком является снижение защитных характеристик бронеэлементов экипировки, что, возможно, связано с микроиспарениями артефакта, которые могут на них оседать. \n,artefacts
st_bottle_metal,Фляжка с водкой,item_drop_locations
st_gamma_recipe_advanced_3,Основы улучшения оружия и брони Том 2,disassemble
st_ecologist_outfit_blue_name,ССП-99М «Сапфир»,item_drop_locations
st_cigar1,Советские сигареты,eatable
st_prt_i_paper,Листы бумаги,disassemble
st_wpn_ak101,АК-101,weapon_drops
ammo-5.7x28-ss195,Патроны 5.7x28 мм ЭП,item_drop_locations
zaton,Затон,item_drop_locations
st_af_spaika_descr,Обычный артефакт, образующийся в гравитационных аномалиях и напоминающий окаменевшее дерево или кость. Сталкеры, осмелившиеся использовать его на своих поясах, говорят, что артефакт успокаивает их и помогает сосредоточиться в напряженных боевых ситуациях, позволяя поражать врагов в жизненно важные точки. Странно, но они также утверждают, что артефакт "злится" на них за промахи, что заставляет большинство людей избегать его использования, опасаясь постоянной шизофрении, вызванной Зоной. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_data_export_disassemble_result,Результат,disassemble
mutant_part_controller_brain_tissue,Мозг контролёра,mutant_parts
st_wpn_aks,АКС,weapons
st_af_night_star_name,«Ночная звезда»,artefact_recipes
st_wpn_thompson_m1a1,Автомат Томпсона M1A1,weapon_drops
l10u_bunker,Лаборатория X-19 (Радар),item_drop_locations
ammo_338_federal,.338 Federal,ammo
gamma_chemical_burn_cap,Химический Предел,artefacts
st_stim_impro,Самопальный стимпак,disassemble
ammo-5.45x39-ep,Патроны 5,45x39 мм HP,item_drop_locations
st_pda_name,КПК,disassemble
st_wpn_fnc,FN FNC,weapons
st_wpn_ak,Автомат Калашникова,weapons
st_data_export_stash_ecos,Экономика,item_drop_locations
st_wpn_spas12_new,SPAS-12,weapon_drops
st_af_fire_loop_name,"Петля",artefact_recipes
st_af_kogot_name,"Коготь",artefacts
st_prt_o_ballistic_9,Пластины из полиэтилена «Б-типа» с бронежилетом,disassemble
st_af_vyvert_name,«Выверт»,artefact_recipes
st_af_sponge_name,«Губка»,artefact_recipes
st_af_dummy_dummy_descr,Артефакт состоит из двух дисков голубоватого цвета, связанных между собой полупрозрачным материалом неизвестной природы. Это очень лёгкое аномальное образование, крайне похожее на семейство «Пустышек», считалось лишённым каких-либо полезных свойств в течение долгого времени. Возможно, артефакт является результатом слияния одной из «Пустышек» с другим артефактом под сильным воздействием аномалии.\n \nИзвестно, что когда артефакт вступает в реакцию с телом - повышается выносливость организма, и носитель «Панциря» начинает чувствовать себя помолодевшим. Однако для некоторых сталкеров это грозит гиперактивностью, что, впрочем, имеет и свои плюсы - у таких голова точно не закипит под воздействием пси-волн.\nТем не менее, есть и два недостатка:\nВо-первых, артефакт чрезвычайно опасен при использовании в токсичной среде, так как он способен усиливать протекающие в них химические реакции. Во-вторых, его использование негативно влияет на прочность тканей защитной экипировки, делая их крайне уязвимыми перед порезами и разрывами. \n,artefacts
helm_m50,Противогаз M50з,outfits
mutant_lurker_meat,Мясо кикиморы,mutant_parts
l04u_labx18,Лаборатория X-18 (Тёмная долина),item_drop_locations
st_wpn_mp5_nimble,MP5A3 «Фрезер»,weapon_drops
st_cigarettes_russian,Сигареты «Пётр I»,eatable
stalker_autumn_outfit_name,Комбинезон «Лесная заря»,outfit_exchange
st_wpn_sks,СКС-45,weapons
st_af_freon_name,Фреоновый охладитель,disassemble
st_prt_w_p_spring_6,Возвратная пружина «R1 DE 6"» (Пружина),item_drop_locations
st_wpn_mp153,MP-153,weapons
st_wpn_toz106,ТОЗ-106 Складной приклад,weapon_drops
wastelander_outfit_name,Комбинезон «Поисковик»,item_drop_locations
csky,«Чистое небо»,weapon_drops
st_prt_o_retardant_6,Ткани из ПВХ / углеродного волокна,item_drop_locations
st_data_export_weapon_kind_explosive,Взрывное,weapon_drops
freedom_exo_vineleaf_outfit_name,Тяжёлый бронекостюм «Дух свободы»,outfit_exchange
greh,«Грех»,weapon_drops
st_wpn_saiga12s,Сайга-12С,weapons
mutant_snork_hand,Рука снорка,mutant_parts
st_bread,Свежий хлеб,eatable
merc_exo_outfit_name,Экзоскелет наёмников,outfit_exchange
st_prt_o_ballistic_13,Лёгкие бронепластины из полиэтилена,disassemble
st_data_export_weapon_kind_unknown,Неизвестно,weapon_drops
st_af_generator_name,"Генератор",artefact_recipes
st_wpn_udp9,UDP-9 Carbine,weapon_drops
csky_novice_outfit_name,Кожаная куртка «Чистого неба»,item_drop_locations
st_wpn_ak74m_n,АК-74М,weapons
st_wpn_svd,СВД,weapon_drops
st_af_chelust_descr,Необычный круглый артефакт, не путать с Кольцом. Генерирует сильное гравитационное поле, пока к нему ничто не прикасается. На первый взгляд он удивительно тяжел и дает слабую регенерацию здоровья и стамины, невыделяющуюся среди остальных артефактов. Однако, только те, кто всецело посвятил свою жизнь служению Ирая и Хозяевам Зоны могут полностью раскрыть потенциал этого артефакта.\n \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_data_export_weapon_kind_pistol,Пистолет,weapon_drops
st_data_export_weapon_kind_smg,Пистолет-пулемёт,weapon_drops
csky_light_novice_outfit_name,Бронежилет ЧН-1а,outfit_exchange
st_raisins,Изюм,eatable
st_rank_legend,легенда,weapon_drops
st_rank_any,Любой,weapon_drops
st_gamma_recipe_expert_2,Руководство по электронике Том 3,disassemble
st_rank_professional,профи,weapon_drops
st_af_gravi_name,«Грави»,artefact_recipes
st_rank_trainee,начинающий,weapon_drops
ammo-7.92x33_fmj,Патроны 7,92x57 мм Mauser,item_drop_locations
st_rank_novice,новичок,weapon_drops
st_af_moh_name,"Мох",artefacts
st_memoirs_1_of_2_name,Дневник сталкера (часть 1 из 2),disassemble
monolith_nosorog_outfit_name,Экзоскелет «Носорог» «Монолита»,outfit_exchange
st_wpn_howa20,Howa Type 20,weapon_drops
